event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-22 05:55:59 UTC,view,3200478,2053013555321504139,appliances.kitchen.meat_grinder,redmond,77.2,512974768,94ec05dd-9f00-4686-9ffe-65adb27e0da0
2019-11-19 13:30:08 UTC,cart,1004767,2053013555631882655,electronics.smartphone,samsung,246.04,512839757,35f9cbce-5a8b-4bf6-b971-edbdc609893d
2019-11-15 16:56:02 UTC,view,1004742,2053013555631882655,electronics.smartphone,honor,514.56,519469993,7b155a28-cc8b-4436-b2af-e70d746098a4
2019-11-21 06:03:25 UTC,view,1005135,2053013555631882655,electronics.smartphone,apple,1657.19,540465688,59ec329d-7409-4156-b781-26fef31cb6ac
2019-11-07 18:13:35 UTC,view,7600321,2053013552821698803,,tp-link,98.84,518611806,b2b2c016-ffca-4e8c-af3b-91e6855f6c5c
2019-11-16 17:19:53 UTC,view,6302022,2053013554834964853,appliances.kitchen.kettle,redmond,82.34,557010736,0bbf3df6-6e18-49e0-9422-306001a0c8d8
2019-11-17 06:16:13 UTC,view,12300842,2053013556311359947,construction.tools.drill,crown,42.99,513270687,d0f614ff-0fef-4980-ab8d-b5c9e650f912
2019-11-16 14:06:41 UTC,view,3800979,2053013566176363511,appliances.iron,tefal,71.79,571872098,099979f7-2596-41b7-be4d-297e6504d492
2019-11-14 17:30:29 UTC,view,28716666,2053013565639492569,apparel.shoes,respect,89.84,566566895,cdf36954-32e5-4331-a546-abe1329ab703
2019-11-04 09:41:24 UTC,view,4802720,2053013554658804075,electronics.audio.headphone,xiaomi,17.99,501815365,fb1bb136-0576-4ea9-b8e3-607a01802891
2019-11-16 01:39:30 UTC,view,1004238,2053013555631882655,electronics.smartphone,apple,1207.86,515352518,212af661-4c06-46c1-abb8-cd0208e8882f
2019-11-14 18:14:06 UTC,view,12703015,2053013553559896355,,cordiant,42.99,514956124,d9918610-c0c2-4189-ba73-73ebaebc453c
2019-11-16 06:48:09 UTC,view,12300701,2053013556311359947,construction.tools.drill,hitachi,80.2,513176156,af82a2b3-bdcf-4fb5-9991-18827a4d14fa
2019-11-27 06:02:44 UTC,view,1004756,2053013555631882655,electronics.smartphone,meizu,87.2,564915531,fba0f334-ad6d-4152-9c8f-03ad636ba33e
2019-11-04 12:05:36 UTC,view,42300072,2095518921321874323,furniture.living_room.cabinet,,178.9,565951767,5c28056e-4b19-4fd8-9d55-280dcb814dc9
2019-11-14 05:52:41 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,914.23,557082093,22bd8145-cdf3-421d-bf68-d9cf615a6159
2019-11-16 21:22:26 UTC,view,1004768,2053013555631882655,electronics.smartphone,samsung,263.84,568324913,400e392d-f107-4466-b0f6-dd4dcbe20b3b
2019-11-30 10:10:28 UTC,view,4804128,2053013554658804075,electronics.audio.headphone,huawei,8.96,539862759,441a3199-5765-46c6-8721-9b49eb65ba7c
2019-11-17 07:00:42 UTC,view,1307542,2053013558920217191,computers.notebook,lenovo,411.08,512948286,87b1028e-94c5-438a-9dec-b3ae50ff2735
2019-11-11 14:28:26 UTC,view,1003525,2053013555631882655,electronics.smartphone,oneplus,411.17,570177226,30dd86f8-26d6-4721-b8b6-14d0aca64e04
2019-11-19 15:21:25 UTC,view,26203003,2053013563693335403,,,688.84,573463793,8a95d8e4-eedb-4032-833f-2c53eaea6c8e
2019-11-17 11:58:24 UTC,view,4000169,2053013566142809077,construction.tools.generator,tefal,102.94,517535159,79f199e8-a065-4741-9be5-8a2bf44423e6
2019-11-17 14:55:52 UTC,view,1005121,2053013555631882655,electronics.smartphone,apple,964.94,542153225,7cc71bcd-6459-4cfc-9899-0cf4fb0a4a32
2019-11-13 14:26:13 UTC,view,1005016,2053013555631882655,electronics.smartphone,samsung,511.93,549816576,dccd2f67-01bf-4d17-9b5b-914e34af213d
2019-11-09 07:09:19 UTC,view,3801298,2053013566176363511,appliances.iron,braun,74.62,527933548,ae483056-5a52-49a0-8486-356bea962625
2019-11-17 17:58:17 UTC,view,12707418,2053013553559896355,,continental,153.58,515840536,5721bcd3-3f1c-4970-83c1-af22d118b94c
2019-11-02 12:53:23 UTC,view,28100905,2053013564918072245,,,225.49,514054703,0f0c0a11-90b6-41df-9c58-29decdd4fa63
2019-11-15 12:40:00 UTC,view,44300060,2100825583029060150,apparel.jeans,,31.66,515581483,8dfc2e00-886e-4593-bade-252f4571de2d
2019-11-22 09:17:30 UTC,view,1005174,2053013555631882655,electronics.smartphone,samsung,643.23,572665521,59ceaa6a-dcb0-4139-a59d-26d7bb880c97
2019-11-27 12:42:51 UTC,view,22600026,2165087460176953468,auto.accessories.compressor,,33.42,527020648,bf607fd2-ffb2-4817-b566-327e960006ad
2019-11-18 12:01:15 UTC,view,16100032,2053013558156853815,,rondell,77.2,567747742,8e49ac82-4774-45ca-bc67-5e0e2bc6c017
2019-11-17 13:05:36 UTC,cart,2701333,2053013563911439225,appliances.kitchen.refrigerators,samsung,931.56,520194632,43751e1d-7ca8-40dd-9443-338a87708513
2019-11-08 05:14:46 UTC,view,7600230,2053013552821698803,,tenda,14.24,513844095,b279529e-8e29-4135-9315-b8a548842436
2019-11-16 19:21:16 UTC,view,5100305,2053013553375346967,,sigma,28.06,515335047,82ba959f-42ed-44b6-8e74-7efe24d386c5
2019-11-17 10:09:13 UTC,view,1004937,2053013555631882655,electronics.smartphone,vivo,141.55,556037521,9b38ca85-a34f-4155-b2f3-35adc7da3771
2019-11-29 15:56:04 UTC,view,40500442,2090228401527849663,,orico,8.75,531574562,8dfa5706-cd99-44d5-89a5-1ba46908da60
2019-11-10 19:31:54 UTC,view,2501753,2053013564003713919,appliances.kitchen.oven,artel,41.13,566240718,39394d0c-f6af-460f-8066-04de057b202f
2019-11-01 07:57:45 UTC,view,51800035,2135658542386905834,,tomfarr,253.8,558939357,cafedb84-eaa9-401d-aa0e-12ce9cbaa168
2019-11-04 14:51:57 UTC,view,24900134,2053013562183385881,,camelion,6.03,557212976,c5c53855-f162-4b7f-a5e4-d70ee7f03ec0
2019-11-17 15:43:40 UTC,purchase,3700756,2053013565983425517,appliances.environment.vacuum,samsung,110.66,548062214,76ce2ee8-c1c7-4aac-ba66-e9f38fb8e52a
2019-11-02 14:12:06 UTC,view,1005003,2053013555631882655,electronics.smartphone,huawei,230.24,516037419,4617d042-ae9f-4abc-96a3-1d12029beb15
2019-11-23 09:27:39 UTC,view,1005017,2053013555631882655,electronics.smartphone,huawei,87.12,575345852,7ef564e9-a17c-4ec3-a43c-24d8cc510a84
2019-11-11 06:18:09 UTC,view,6600912,2053013554189041997,computers.components.memory,,35.78,568832148,d0ef6f03-7824-403a-a379-690edc303cab
2019-11-16 04:21:41 UTC,view,3200370,2053013555321504139,appliances.kitchen.meat_grinder,redmond,90.07,540525590,6f59296e-eb83-4864-877b-1f7dbc3824af
2019-11-25 18:07:12 UTC,view,1005160,2053013555631882655,electronics.smartphone,xiaomi,197.53,569778212,f7b8bb5b-c4b8-449a-a69f-bf563fb281db
2019-11-17 17:41:21 UTC,view,14700513,2053013557133443581,furniture.living_room.cabinet,,201.81,514915635,e34fe273-dd5b-4553-bd19-a11866373dce
2019-11-16 10:18:56 UTC,view,1005008,2053013555631882655,electronics.smartphone,xiaomi,98.51,520426336,39a82d70-3ea1-48bc-bf9e-b14bac0e51b5
2019-11-14 15:00:33 UTC,view,3600182,2053013563810775923,appliances.kitchen.washer,midea,130.66,526897022,44cd0eea-6915-4ef3-857f-2a6eaab19a80
2019-11-08 10:32:15 UTC,view,28721282,2053013565228450757,apparel.shoes,rieker,85.46,568910642,24565aac-3d5e-4b12-b3af-f61ad3337354
2019-11-16 07:25:20 UTC,view,38900014,2085718636156158307,,,73.62,532205788,f373abd9-ca04-45a6-86b6-e75547ad53f6
2019-11-11 11:17:38 UTC,view,22900058,2053013561780732677,furniture.bedroom.pillow,belashoff,21.88,570090681,0fdcb72c-99d1-481b-a9f0-a5f1e49defed
2019-11-10 13:29:04 UTC,view,1307178,2053013558920217191,computers.notebook,hp,398.98,568465594,2e11803f-eb51-4cf8-9bd1-a82b8896edb9
2019-11-08 18:09:30 UTC,view,5100343,2053013553341792533,electronics.clocks,apple,463.07,526932189,c7cc4f50-8ac4-472b-b741-953502943577
2019-11-13 05:59:14 UTC,view,15100383,2053013557024391671,,,412.85,550028482,3a59b175-234f-4a2d-9c79-eb39bbebeacf
2019-11-10 15:48:03 UTC,view,12704490,2053013553559896355,,cordiant,38.35,569554818,ba538f1b-2a57-4703-abeb-56359fbbd900
2019-11-15 09:55:53 UTC,cart,12717166,2053013553559896355,,michelin,60.49,551102191,05640993-246e-448d-897b-e99b6fa03c63
2019-11-08 15:38:00 UTC,view,28716560,2053013565480109009,apparel.shoes.keds,,71.82,566169836,a4f00d0b-f749-4c3d-972b-7241858e82e8
2019-11-16 06:56:13 UTC,view,1801712,2053013554415534427,electronics.video.tv,lg,383.02,512573213,6d8e758c-b16c-4eda-a523-840ac25e2b3a
2019-11-06 09:29:33 UTC,view,26404606,2053013563651392361,,,156.76,559137996,b184be35-05bc-4ff8-8e97-2eb7495e1ad7
2019-11-10 04:52:38 UTC,view,1003599,2053013555631882655,electronics.smartphone,oppo,231.67,569283026,c4df6c88-5f52-4d79-879b-553a1816e14f
2019-11-14 18:08:04 UTC,view,1307050,2053013558920217191,computers.notebook,apple,1569.92,512813421,30c305e2-5c8c-44e6-863f-6d87db0f8a72
2019-11-28 15:53:53 UTC,view,100006078,2053013554415534427,electronics.video.tv,bq,100.36,578328138,dd9cbf17-65c1-40b3-af75-8385522cb7db
2019-11-24 12:13:54 UTC,view,17300749,2053013553853497655,,versace,82.25,520011015,7575db76-02fc-401f-9a6c-f92eec921596
2019-11-25 01:17:28 UTC,view,4700419,2053013560899928785,auto.accessories.videoregister,sho-me,141.82,517968274,295de7a6-cc86-4f02-bea2-27de4ea5e0ca
2019-11-28 11:57:59 UTC,view,15900972,2053013558190408249,,wellberg,17.41,522115463,f379ab4b-f754-4ead-b8d7-8156962eb0aa
2019-11-19 09:12:12 UTC,view,10502375,2053013553199186187,,,44.27,540299104,ae9f668a-0cdd-4fce-a705-d226be0a9c57
2019-11-28 10:52:58 UTC,view,1005159,2053013555631882655,electronics.smartphone,xiaomi,196.27,514749241,334e33e2-ad42-48fb-9bec-be39076cd68d
2019-11-28 16:32:52 UTC,view,8500461,2053013552259662037,,,244.54,513454643,77d02e29-aec2-4e55-a994-95ea27c4f1a3
2019-11-15 15:53:21 UTC,view,30300034,2053013559641637517,,asm,669.0,569597258,b31682ad-b052-413f-83f9-ade59d984d3e
2019-11-07 17:11:21 UTC,view,28100704,2053013564918072245,,balta,52.0,539585064,b984f3b7-0f0d-43b5-a8b3-6ffc4cb35c28
2019-11-17 11:44:10 UTC,view,1002633,2053013555631882655,electronics.smartphone,apple,385.83,568821978,1cb52a2e-afde-4e92-af5f-5a36da7af1be
2019-11-26 03:50:18 UTC,view,2602106,2053013563970159485,,dauscher,218.77,573287374,f41fa5b2-4c3c-46ca-8f4a-9458ed56ee96
2019-11-15 21:06:47 UTC,view,1005122,2053013555631882655,electronics.smartphone,apple,1022.9,524413098,2cf264ed-41e1-4cb3-3904-83df5788c9dc
2019-11-09 17:09:23 UTC,view,17300132,2053013553853497655,,montale,107.72,517292194,9e4bb677-a9a2-4106-8149-19f3fc40dfd2
2019-11-09 11:20:24 UTC,view,1004781,2053013555631882655,electronics.smartphone,huawei,266.1,513782880,a13fa159-25eb-450a-8efb-c0adb7b44292
2019-11-17 02:21:34 UTC,view,13100924,2053013553526341921,,skad,180.18,542853283,54359be1-fd9d-495d-8eaa-87fe5b1e1612
2019-11-15 05:37:12 UTC,view,1004768,2053013555631882655,electronics.smartphone,samsung,236.94,547786036,e5ad0bb6-27f4-4326-8b79-60396a7dda80
2019-11-11 06:03:26 UTC,view,7800023,2053013556521075159,,chicco,30.27,563273152,a75cc5b4-05db-41c0-95b9-95f6982f0a93
2019-11-16 11:24:55 UTC,purchase,1004767,2053013555631882655,electronics.smartphone,samsung,246.3,517027806,607d6cc7-d082-4258-b937-9ba4f76215b4
2019-11-17 06:46:30 UTC,view,53300006,2141355068383822734,,perilla,25.71,519257241,71bb61e6-a4b5-4f2d-a46e-38caf056d811
2019-11-25 09:02:42 UTC,view,7100836,2053013555464110485,furniture.bedroom.bed,,64.33,565113387,67aa6600-d6db-4d6e-92cf-d9c9bfd753f8
2019-11-14 20:06:34 UTC,view,1002525,2053013555631882655,electronics.smartphone,apple,720.46,520356945,e1152246-debd-4cd6-98da-46dbbcff35dc
2019-11-16 13:23:21 UTC,view,1004870,2053013555631882655,electronics.smartphone,samsung,298.28,520712758,17cff58d-4961-4cdc-af33-708b0a4fc127
2019-11-08 16:25:11 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,915.08,569037169,2f50613d-946b-41af-a8f4-b9d2adc8407f
2019-11-16 18:32:32 UTC,view,28721316,2053013565228450757,apparel.shoes,rooman,57.4,551833665,97d2770e-4f67-4f1a-80d6-b2082daa930e
2019-11-16 14:19:39 UTC,view,3100789,2053013555262783879,appliances.kitchen.blender,smeg,160.88,561662340,755312ce-ce38-43a8-9bf3-8da786eef142
2019-11-21 03:53:44 UTC,view,1004873,2053013555631882655,electronics.smartphone,samsung,382.71,571366738,823f449a-a44d-49d0-9148-b21f5cabe9d1
2019-11-15 16:24:55 UTC,cart,7900440,2053013556487520725,furniture.kitchen.chair,selby,43.73,529109083,febe2293-27eb-4340-84e5-39ea0dce5e4c
2019-11-06 12:34:22 UTC,view,1005014,2053013555631882655,electronics.smartphone,samsung,497.53,547728766,248d494d-810a-46ed-9df5-9f739348c8a2
2019-11-29 05:11:43 UTC,cart,1004751,2053013555631882655,electronics.smartphone,samsung,194.42,513241590,80447fb7-8513-4d61-9047-6dca4ca5daf2
2019-11-15 08:07:42 UTC,view,28720425,2053013565639492569,apparel.shoes,baden,62.81,541157831,c435bb88-ae5c-4c0d-a2f2-8ab94aadfee6
2019-11-11 20:05:19 UTC,view,1005021,2053013555631882655,electronics.smartphone,oppo,386.08,522547411,16bf7a0a-f792-4cc5-afc7-305435611397
2019-11-11 05:19:21 UTC,view,1004565,2053013555631882655,electronics.smartphone,huawei,166.1,569695183,7220e625-ecdc-429b-9541-8bf2357c62d7
2019-11-17 04:11:38 UTC,cart,11400446,2053013558458843721,,xiaomi,14.41,516068741,25f9661c-5a2e-4d23-a542-8502eff251e3
2019-11-11 18:12:45 UTC,view,1004965,2053013555631882655,electronics.smartphone,oppo,900.9,559012148,7c9e357d-b2d8-4d2f-beef-301b6a36d3a8
2019-11-05 08:24:39 UTC,purchase,4804056,2053013554658804075,electronics.audio.headphone,apple,160.11,567688189,a1a4b551-6971-470b-96e3-bedf35a34743
2019-11-24 05:29:18 UTC,view,3200483,2053013555321504139,appliances.kitchen.meat_grinder,lumme,34.09,575768013,31cda27c-4556-4518-ae34-40d6d4be89f6
2019-11-02 03:08:38 UTC,view,3601537,2053013563810775923,appliances.kitchen.washer,samsung,386.08,513669694,c9a2530d-5ae7-439a-b0c4-d09910059882
2019-11-06 19:39:40 UTC,view,6500962,2053013554155487563,computers.components.motherboard,gigabyte,217.25,514247569,1404841d-1cd3-41c9-99a2-f22653975148
2019-11-16 04:21:59 UTC,view,1304409,2053013558920217191,computers.notebook,apple,1441.22,551726997,4f3e372c-f1fd-4d65-8ca4-1384c33507fe
2019-11-26 03:31:19 UTC,view,28720716,2053013565228450757,apparel.shoes,respect,79.02,527671212,99888478-3f47-47bd-b064-daf5b1660fa8
2019-11-27 12:39:50 UTC,view,25200031,2053013562082722579,,,9.5,515631569,a60d5406-76e6-40d1-b130-bfccbd516887
2019-11-16 18:59:42 UTC,view,4700478,2053013560899928785,auto.accessories.videoregister,sho-me,139.77,518907618,3ae14a76-90e1-474a-aa6c-4cab92b4e3b1
2019-11-22 18:59:20 UTC,view,1005221,2053013555631882655,electronics.smartphone,xiaomi,283.51,514879804,99de6577-7dd5-4854-b7c5-bd53b2b392c4
2019-11-19 04:26:10 UTC,view,1306839,2053013558920217191,computers.notebook,asus,545.68,512896296,ed91f147-d4d7-4f55-810f-c535c4ad44b4
2019-11-15 06:31:01 UTC,view,18900024,2053013560497275585,electronics.camera.photo,sony,231.41,571693940,c7559715-ef41-4357-9034-2a6307f1a159
2019-11-16 08:21:46 UTC,view,2800468,2053013563835941749,appliances.kitchen.refrigerators,haier,527.66,514829052,01cab60b-e50c-46b1-851c-149c2c3e919d
2019-11-16 19:16:20 UTC,view,28716674,2053013565882762215,,respect,77.22,566962803,cb0bdd04-323d-4c23-94ac-e9b83506c9e1
2019-11-21 09:59:48 UTC,view,1005014,2053013555631882655,electronics.smartphone,samsung,481.17,574345294,48639335-9ef7-4430-b5f1-0a3125011c1c
2019-11-16 18:23:32 UTC,view,26400789,2053013563651392361,,lucente,466.68,517603528,fc361fde-8a4c-46bc-aed1-abb0babc1ce9
2019-11-21 16:36:35 UTC,view,26401110,2053013563651392361,,diamondunion,214.68,512539931,5b398f40-1763-4c7d-b23d-976f17a97a72
2019-11-07 12:48:06 UTC,view,3600661,2053013563810775923,appliances.kitchen.washer,samsung,306.05,539673349,2b07d1de-c8ba-4fae-be1d-be13082adb82
2019-11-15 04:57:22 UTC,view,1307240,2053013558920217191,computers.notebook,asus,385.54,517856283,c7e4bc41-9bce-46db-a4a8-117fe873a1d0
2019-11-10 10:12:15 UTC,view,3700554,2053013565983425517,appliances.environment.vacuum,karcher,820.5,569648448,c68693a4-c3d1-4243-b919-c3270d8d324f
2019-11-17 13:46:40 UTC,view,27900038,2053013564741911467,,,36.04,556449063,88e0cbf8-5a69-4c58-a3f7-5098e2276b50
2019-11-13 14:56:58 UTC,view,3601489,2053013563810775923,appliances.kitchen.washer,samsung,488.82,518372111,4960dccc-6acb-4ade-b1b8-009aba9a3dcc
2019-11-23 10:34:41 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,916.37,515894626,458e3926-2c10-4b17-abc0-e3d35325a31e
2019-11-10 10:36:19 UTC,view,20100160,2053013559473865347,,pikate,96.53,532605900,f8d28d5a-e6c9-419f-813a-c00bb9c99ccb
2019-11-13 15:15:15 UTC,view,1500148,2053013552955916539,computers.peripherals.printer,hp,2470.85,518423602,b366b1a7-b392-48f9-822d-0b15ac319cc7
2019-11-15 04:10:47 UTC,cart,12709709,2053013553559896355,,cordiant,36.04,539375517,19ca022c-801d-4cf1-a434-df35da768345
2019-11-17 09:44:22 UTC,view,1201413,2172371436436455782,electronics.tablet,nexttab,51.46,518527977,68f6cc99-ec52-4122-b680-5ca6ac44693e
2019-11-17 16:57:59 UTC,view,54900011,2146660887203676486,apparel.costume,,64.35,517898264,7adfd930-f509-4ec3-bbe6-210959a8c0cb
2019-11-17 10:16:02 UTC,view,5301827,2053013563173241677,,babylisspro,77.13,516823194,08c3d5b5-4ef4-4c9c-897e-37e0988aedb1
2019-11-07 16:10:41 UTC,view,1801084,2053013554415534427,electronics.video.tv,jvc,166.51,541326407,c9c61c36-9e30-4743-bcc5-180920a8da68
2019-11-26 13:47:42 UTC,view,1004875,2053013555631882655,electronics.smartphone,samsung,349.8,577107749,201c5721-1dad-444c-bcf7-c9c0cbdd2de6
2019-11-15 16:16:51 UTC,view,5300720,2053013563173241677,,rowenta,45.02,565399307,f7f72ad0-6f34-43b2-86e3-25e0e65acf6a
2019-11-10 11:40:57 UTC,view,2601346,2053013563970159485,,elenberg,205.9,517073810,214389af-0c81-469c-9182-9e5fa67bb39e
2019-11-08 16:05:01 UTC,view,12718636,2053013553559896355,,triangle,63.84,555719965,b3aac813-1e43-4572-8ce0-fcd7badf28cc
2019-11-03 18:24:41 UTC,view,24900025,2053013562183385881,,gauss,6.55,562898260,b9bd506d-aa57-41ea-a917-632ed1c063c9
2019-11-14 11:02:17 UTC,view,31300087,2053013558072967729,,pasabahce,4.09,564988763,16d75e4f-bff7-4b52-807e-df035accc9b1
2019-11-17 16:10:27 UTC,view,13104432,2053013553526341921,,,720.74,553325009,8cddd30f-ac30-4616-b33f-398d7655d5ee
